Id;Label;Name;Platform;Year;Genre;Publisher
1137;G1137;Mario Hoops 3 on 3;DS;2006;Sports;Nintendo
1138;G1138;Kirby Air Ride;GC;2003;Racing;Nintendo
1139;G1139;Sled Storm;PS;1998;Racing;Electronic Arts
1140;G1140;Pokemon Battle Revolution;Wii;2006;Role-Playing;Nintendo
1141;G1141;NFL Street 2;PS2;2004;Sports;Electronic Arts
1142;G1142;Gears of War: Judgment;X360;2013;Shooter;Microsoft Game Studios
1143;G1143;Baseball;GB;1989;Sports;Nintendo
1144;G1144;Yu-Gi-Oh! Duel Monsters;GB;1998;Strategy;Konami Digital Entertainment
1145;G1145;Super Mario Strikers;GC;2005;Sports;Nintendo
1146;G1146;Buzz! The Music Quiz;PS2;2005;Misc;Sony Computer Entertainment
1147;G1147;SpongeBob's Atlantis SquarePantis;DS;2007;Action;THQ
1148;G1148;Far Cry 4;XOne;2014;Shooter;Ubisoft
1149;G1149;Dance Dance Revolution: Hottest Party 2;Wii;2008;Simulation;Konami Digital Entertainment
1150;G1150;Moshi Monsters: Moshling Zoo;DS;2011;Misc;Activision
1151;G1151;Dollar Dash;PS2;2005;Action;Take-Two Interactive
1152;G1152;Far Cry 2;X360;2008;Action;Ubisoft
1153;G1153;F-1 World Grand Prix;N64;1998;Racing;Video System
1154;G1154;River Raid;2600;1981;Shooter;Activision
1155;G1155;Silent Hill;PS;1999;Action;Konami Digital Entertainment
1156;G1156;Dragon Quest V: Hand of the Heavenly Bride;DS;2008;Role-Playing;Square Enix
1157;G1157;No Man's Sky;PS4;2016;Action;Hello Games
1158;G1158;Sonic Heroes;GC;2003;Platform;Sega
1159;G1159;ESPN NBA 2K5;PS2;2004;Sports;Global Star
1160;G1160;Diablo;PC;1996;Role-Playing;Activision
1161;G1161;The Legend of Zelda: Twilight Princess;GC;2006;Action;Nintendo
1162;G1162;Soul Edge;PS;1996;Fighting;Sony Computer Entertainment
1163;G1163;Devil May Cry 4;PS3;2008;Action;Capcom
1164;G1164;Mario Bros.;2600;1982;Platform;Atari
1165;G1165;Pro Evolution Soccer 2008;PS3;2007;Sports;Konami Digital Entertainment
1166;G1166;SoulCalibur IV;X360;2008;Fighting;Ubisoft
1167;G1167;LEGO Harry Potter: Years 1-4;X360;2010;Action;Warner Bros. Interactive Entertainment
1168;G1168;NASCAR 2000;PS;1999;Racing;Electronic Arts
1169;G1169;Wolfenstein: The New Order;PS4;2014;Shooter;Bethesda Softworks
1170;G1170;Carnival Games: Mini Golf;Wii;2008;Sports;Take-Two Interactive
1171;G1171;Guitar Hero: On Tour Decades;DS;2008;Misc;Activision
1172;G1172;MySims Kingdom;DS;2008;Simulation;Electronic Arts
1173;G1173;Jampack Summer 2K;PS;2000;Misc;Sony Computer Entertainment
1174;G1174;Need for Speed: Most Wanted;X360;2012;Racing;Electronic Arts
1175;G1175;Guitar Hero 5;Wii;2009;Misc;Activision
1176;G1176;High School Musical 3: Senior Year;DS;2008;Misc;Disney Interactive Studios
1177;G1177;Kingdom Hearts 3D: Dream Drop Distance;3DS;2012;Action;Square Enix
1178;G1178;Hannah Montana: Music Jam;DS;2007;Action;Disney Interactive Studios
1179;G1179;Pokemon Mystery Dungeon: Explorers of Sky;DS;2009;Role-Playing;Nintendo
1180;G1180;Spyro 2: Season of Flame;GBA;2002;Platform;Vivendi Games
1181;G1181;Pro Evolution Soccer 2010;PS2;2009;Sports;Konami Digital Entertainment
1182;G1182;NCAA Football 2002;PS2;2001;Sports;Electronic Arts
1183;G1183;Conflict: Desert Storm;PS2;2002;Shooter;Gotham Games
1184;G1184;Mario Party 7;GC;2005;Misc;Nintendo
1185;G1185;Pro Evolution Soccer 2013;PS3;2012;Sports;Konami Digital Entertainment
1186;G1186;Smuggler's Run;PS2;2000;Racing;Take-Two Interactive
1187;G1187;Fight Night Round 3;PS2;2006;Fighting;Electronic Arts
1188;G1188;Donkey Kong Classics;NES;1988;Platform;Nintendo
1189;G1189;Twisted Metal;PS;1995;Action;Sony Computer Entertainment
1190;G1190;Dark Souls III;PS4;2016;Role-Playing;Namco Bandai Games
1191;G1191;Final Fight;SNES;1990;Action;Capcom
1192;G1192;Dragon Quest Monsters 2;GB;2001;Role-Playing;Enix Corporation
1193;G1193;Pokemon Pinball: Ruby & Sapphire;GBA;2003;Misc;Nintendo
1194;G1194;LEGO Marvel Super Heroes;PS4;2013;Action;Warner Bros. Interactive Entertainment
1195;G1195;Mafia II;X360;2010;Action;Take-Two Interactive
1196;G1196;Dishonored;PS3;2012;Action;Bethesda Softworks
1197;G1197;Stuntman;PS2;2002;Racing;Atari
1198;G1198;Tom Clancy's Rainbow Six 3;XB;2003;Shooter;Ubisoft
1199;G1199;Active Life: Outdoor Challenge;Wii;2008;Sports;Atari
1200;G1200;BioShock 2;PS3;2010;Shooter;Take-Two Interactive
1201;G1201;007: The World is not Enough;N64;2000;Action;Electronic Arts
1202;G1202;Spider-Man 2: Enter: Electro;PS;2001;Action;Activision
1203;G1203;Watch Dogs;XOne;2014;Action;Ubisoft
1204;G1204;Star Wars: The Force Unleashed II;PS3;2010;Action;LucasArts
1205;G1205;Ni no Kuni: Wrath of the White Witch;PS3;2011;Role-Playing;Namco Bandai Games
1206;G1206;Command & Conquer: Tiberian Sun;PC;1999;Strategy;Westwood Studios
1207;G1207;LEGO Battles: Ninjago;DS;2011;Strategy;Warner Bros. Interactive Entertainment
1208;G1208;Mario Party 10;WiiU;2015;Misc;Nintendo
1209;G1209;Dead Rising 3;XOne;2013;Action;Microsoft Game Studios
1210;G1210;Resident Evil: The Umbrella Chronicles;Wii;2007;Action;Capcom
1211;G1211;Fire Emblem Fates;3DS;2015;Role-Playing;Nintendo
1212;G1212;Dark Cloud;PS2;2000;Role-Playing;Sony Computer Entertainment
1213;G1213;Warcraft III: The Frozen Throne;PC;2003;Strategy;Activision
1214;G1214;Tom Clancy's Ghost Recon Advanced Warfighter;X360;2006;Shooter;Ubisoft
1215;G1215;Disney Fairies: Tinker Bell;DS;2008;Adventure;Disney Interactive Studios
1216;G1216;MVP Baseball 2005;PS2;2005;Sports;Electronic Arts
1217;G1217;Die Hard Trilogy;PS;1996;Shooter;Fox Interactive
1218;G1218;Call of Duty: Black Ops II;PC;2012;Shooter;Activision
1219;G1219;Fight Night Round 4;PS3;2009;Fighting;Electronic Arts
1220;G1220;MySims Kingdom;Wii;2008;Simulation;Electronic Arts
1221;G1221;The Simpsons Game;DS;2007;Action;Electronic Arts
1222;G1222;Mortal Kombat 3;SNES;1994;Fighting;Acclaim Entertainment
1223;G1223;NFL GameDay 99;PS;1998;Sports;989 Studios
1224;G1224;Call of Duty: Modern Warfare: Reflex Edition;Wii;2009;Shooter;Activision
1225;G1225;FIFA 17;XOne;2016;Sports;Electronic Arts
1226;G1226;Mario Golf: Toadstool Tour;GC;2003;Sports;Nintendo
1227;G1227;Tiger Woods 99 PGA Tour Golf;PS;1997;Sports;Electronic Arts
1228;G1228;Donkey Kong Country: Tropical Freeze;WiiU;2014;Platform;Nintendo
1229;G1229;Dead Space 2;X360;2011;Shooter;Electronic Arts
1230;G1230;Sonic Rivals 2;PSP;2007;Racing;Sega
1231;G1231;Knockout Kings;PS;1997;Fighting;Electronic Arts
1232;G1232;The Simpsons Skateboarding;PS2;2002;Sports;Electronic Arts
1233;G1233;NASCAR 98;PS;1996;Racing;Electronic Arts
1234;G1234;F1 Race;NES;1984;Racing;Nintendo
1235;G1235;Xevious;NES;1984;Shooter;Namco Bandai Games
1236;G1236;NASCAR 99;PS;1998;Racing;Electronic Arts
1237;G1237;NBA Live 2000;PS;1998;Sports;Electronic Arts
1238;G1238;Mafia II;PS3;2010;Action;Take-Two Interactive
1239;G1239;Call of Duty 3;PS3;2006;Shooter;Activision
1240;G1240;Super Monkey Ball 2;GC;2002;Puzzle;Atari
1241;G1241;Pac-Man World 2;PS2;2002;Action;Namco Bandai Games
1242;G1242;Madden NFL 15;XOne;2014;Sports;Electronic Arts
1243;G1243;Sonic & Sega All-Stars Racing;Wii;2010;Racing;Sega
1244;G1244;LEGO Star Wars III: The Clone Wars;X360;2011;Action;LucasArts
1245;G1245;Football Manager 2012;PC;2011;Sports;Sega
1246;G1246;Puzzle & Dragons;3DS;2013;Role-Playing;GungHo
1247;G1247;Mega Man 2;NES;1988;Action;Capcom
1248;G1248;Simpsons Wrestling;PS;2001;Fighting;Electronic Arts
1249;G1249;NBA Live 98;PS;1997;Sports;Electronic Arts
1250;G1250;The Simpsons Game;PS2;2007;Action;Electronic Arts
1251;G1251;Monopoly;PS;1997;Misc;Hasbro Interactive
1252;G1252;SoulCalibur II;GC;2003;Fighting;Namco Bandai Games
1253;G1253;Resistance 3;PS3;2011;Shooter;Sony Computer Entertainment
1254;G1254;Tokyo Xtreme Racer Zero;PS2;2000;Racing;Crave Entertainment
1255;G1255;Final Fantasy XIV: A Realm Reborn;PC;2010;Role-Playing;Square Enix
1256;G1256;NFL Blitz;PS;1998;Sports;Midway Games
1257;G1257;Red Faction II;PS2;2002;Shooter;THQ
1258;G1258;Super Scribblenauts;DS;2010;Puzzle;Warner Bros. Interactive Entertainment
1259;G1259;Madden NFL 2001;PS2;2000;Sports;Electronic Arts
1260;G1260;WWF No Mercy;N64;2000;Fighting;THQ
1261;G1261;Ice Climber;NES;1985;Platform;Nintendo
1262;G1262;Sonic CD;SCD;1993;Platform;Sega
1263;G1263;Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki;NES;1986;Platform;Hudson Soft
1264;G1264;Dead Rising 2;X360;2010;Action;Capcom
1265;G1265;Rock Band 2;PS3;2008;Misc;MTV Games
1266;G1266;Pac-Man World;PS;1998;Action;Namco Bandai Games
1267;G1267;Disney Sing It: Pop Hits;Wii;2009;Misc;Disney Interactive Studios
1268;G1268;Final Fantasy: Crystal Chronicles;GC;2003;Role-Playing;Nintendo
1269;G1269;Medal of Honor: Frontline;XB;2002;Shooter;Electronic Arts
1270;G1270;Madden NFL 09;PS2;2008;Sports;Electronic Arts
1271;G1271;Drawn To Life: SpongeBob SquarePants Edition;DS;2008;Adventure;THQ
1272;G1272;Banjo-Tooie;N64;2000;Platform;Nintendo
1273;G1273;Buzz! The BIG Quiz;PS2;2006;Misc;Sony Computer Entertainment
1274;G1274;007: Quantum of Solace;X360;2008;Action;Activision
1275;G1275;The Sims 3;Wii;2010;Simulation;Electronic Arts
1276;G1276;New Play Control! Mario Power Tennis;Wii;2009;Sports;Nintendo
1277;G1277;Bratz: Forever Diamondz;DS;2006;Adventure;THQ
1278;G1278;Dirge of Cerberus: Final Fantasy VII;PS2;2006;Shooter;Square Enix
1279;G1279;Nintendo World Cup;NES;1990;Sports;Nintendo
1280;G1280;WWF WrestleMania 2000;N64;1999;Fighting;THQ
1281;G1281;Wario Land II;GB;1997;Platform;Nintendo
1282;G1282;Mass Effect 2;PS3;2011;Role-Playing;Electronic Arts
1283;G1283;Major League Baseball 2K5;PS2;2005;Sports;Take-Two Interactive
1284;G1284;Fight Night 2004;PS2;2004;Fighting;Electronic Arts
1285;G1285;Tom Clancy's Splinter Cell: Pandora Tomorrow;XB;2004;Action;Ubisoft
1286;G1286;Imagine: Master Chef;DS;2007;Simulation;Ubisoft
1287;G1287;Assassin's Creed III: Liberation;PSV;2012;Action;Ubisoft
1288;G1288;SoulCalibur IV;PS3;2008;Fighting;Ubisoft
1289;G1289;Mario Golf;N64;1999;Action;Nintendo
1290;G1290;Disney Princess;GBA;2003;Platform;THQ
1291;G1291;Fight Night Round 3;X360;2006;Fighting;Electronic Arts
1292;G1292;Metal Gear Rising: Revengeance;PS3;2013;Action;Konami Digital Entertainment
1293;G1293;Chrono Trigger;DS;2008;Role-Playing;Square Enix
1294;G1294;Star Wars: The Force Unleashed II;X360;2010;Action;LucasArts
1295;G1295;The House of the Dead 2 & 3 Return;Wii;2008;Shooter;Sega
1296;G1296;Disney Princess: Magical Jewels;DS;2007;Adventure;Disney Interactive Studios
1297;G1297;LittleBigPlanet PS Vita;PSV;2012;Platform;Sony Computer Entertainment
1298;G1298;Xenogears;PS;1998;Role-Playing;SquareSoft
1299;G1299;The SpongeBob SquarePants Movie;GBA;2004;Platform;THQ
1300;G1300;Tom Clancy's Ghost Recon: Future Soldier;X360;2012;Shooter;Ubisoft
1301;G1301;Battlefield: Bad Company;X360;2008;Shooter;Electronic Arts
1302;G1302;Midway Arcade Treasures;PS2;2003;Misc;Midway Games
1303;G1303;Wall-E;DS;2008;Platform;THQ
1304;G1304;Triple Play 99;PS;N/A;Sports;N/A
1305;G1305;Homefront;X360;2011;Shooter;THQ
1306;G1306;Super Monkey Ball;GC;2001;Puzzle;Atari
1307;G1307;Donkey Kong;2600;1981;Platform;Coleco
1308;G1308;Mortal Kombat 4;PS;1998;Fighting;GT Interactive
1309;G1309;Mario Superstar Baseball;GC;2005;Sports;Nintendo
1310;G1310;Mass Effect 3;PS3;2012;Role-Playing;Electronic Arts
1311;G1311;LEGO Batman 2: DC Super Heroes;Wii;2012;Action;Warner Bros. Interactive Entertainment
1312;G1312;Medal of Honor: Warfighter;PS3;2012;Action;Electronic Arts
1313;G1313;WCW vs the World;PS;1998;Fighting;THQ
1314;G1314;SNK vs. Capcom: The Match of the Millennium;PSP;2006;Fighting;Sega
1315;G1315;LEGO City Undercover;3DS;2013;Platform;Nintendo
1316;G1316;Onimusha 3: Demon Siege;PS2;2004;Action;Capcom
1317;G1317;Diablo III;X360;2013;Role-Playing;Activision
1318;G1318;Batman: Arkham Knight;XOne;2015;Action;Warner Bros. Interactive Entertainment
1319;G1319;BioShock;PS3;2008;Shooter;Take-Two Interactive
1320;G1320;Red Dead Revolver;PS2;2004;Shooter;Take-Two Interactive
1321;G1321;Anno 2070;PC;2011;Strategy;Ubisoft
1322;G1322;Resident Evil: Outbreak;PS2;2003;Action;Capcom
1323;G1323;Smarty Pants;Wii;2007;Misc;Electronic Arts
1324;G1324;Tamagotchi;GB;1996;Simulation;Namco Bandai Games
1325;G1325;4 Nin uchi Mahjong;NES;1984;Misc;Nintendo
1326;G1326;Dragon Ball Z;SNES;1993;Fighting;Namco Bandai Games
1327;G1327;Game de Hakken!! Tamagotchi 2;GB;1997;Simulation;Namco Bandai Games
1328;G1328;Namco Museum 64;N64;1999;Misc;Namco Bandai Games
1329;G1329;Hasbro Family Game Night;Wii;2008;Puzzle;Electronic Arts
1330;G1330;Dragon Quest Monsters: Joker 2;DS;2010;Role-Playing;Square Enix
1331;G1331;Tony Hawk's American Wasteland (Weekly american sales);PS2;2005;Sports;Activision
1332;G1332;My Word Coach;DS;2007;Misc;Ubisoft
1333;G1333;Hello Kitty Party;DS;2007;Misc;Rising Star Games
1334;G1334;SingStar Pop;PS2;2007;Misc;Sony Computer Entertainment
1335;G1335;Sonic Rivals;PSP;2006;Racing;Sega
1336;G1336;SimCity (2013);PC;2013;Simulation;Electronic Arts
1337;G1337;Kirby Super Star;SNES;1996;Platform;Nintendo
1338;G1338;Far Cry 4;PS3;2014;Shooter;Ubisoft
1339;G1339;WWE SmackDown vs Raw 2008;X360;2007;Fighting;THQ
1340;G1340;Kinect Joy Ride;X360;2010;Racing;Microsoft Game Studios
1341;G1341;Rayman Raving Rabbids;Wii;2006;Misc;Ubisoft
1342;G1342;Need for Speed Rivals;PS3;2013;Racing;Electronic Arts
1343;G1343;Tiger Woods PGA Tour 2005;PS2;2004;Sports;Electronic Arts
1344;G1344;Dead Space 2;PS3;2011;Shooter;Electronic Arts
1345;G1345;NCAA Football 2003;PS2;2002;Sports;Electronic Arts
1346;G1346;Frogger 2: Swampy's Revenge;PS;1999;Action;Hasbro Interactive
1347;G1347;Disney Infinity;X360;2013;Action;Disney Interactive Studios
1348;G1348;LEGO Indiana Jones 2: The Adventure Continues;Wii;2009;Action;Activision
1349;G1349;Sonic's Ultimate Genesis Collection;X360;2009;Misc;Sega
1350;G1350;Tiger Woods PGA Tour 09 All-Play;Wii;2008;Sports;Electronic Arts
1351;G1351;Disney's DuckTales;GB;1988;Platform;Capcom
1352;G1352;Classic NES Series: Super Mario Bros.;GBA;2004;Platform;Nintendo
1353;G1353;Triple Play 2000;PS;1999;Sports;Electronic Arts
1354;G1354;Dragon Quest VII: Warriors of Eden;3DS;2013;Role-Playing;Square Enix
1355;G1355;Cabela's Big Game Hunter;PS2;2002;Sports;Activision
1356;G1356;UFC Undisputed 2010;PS3;2010;Fighting;THQ
1357;G1357;NBA Live 06 (Weekly american sales);PS2;2005;Sports;Electronic Arts
1358;G1358;The Legend of Zelda: The Minish Cap;GBA;2004;Action;Nintendo
1359;G1359;NFL Street;PS2;2004;Sports;Electronic Arts
1360;G1360;Sonic Generations;X360;2011;Platform;Sega
1361;G1361;Super Metroid;SNES;1994;Action;Nintendo
1362;G1362;Pro Yakyuu Family Stadium '87;NES;1987;Sports;Namco Bandai Games
1363;G1363;Dead Space;X360;2008;Action;Electronic Arts
1364;G1364;Resident Evil (Remake);GC;2002;Action;Capcom
1365;G1365;Inazuma Eleven 2;DS;2009;Role-Playing;Nintendo
1366;G1366;Tomb Raider (2013);PS4;2014;Action;Square Enix
1367;G1367;LEGO Star Wars II: The Original Trilogy;PSP;2006;Action;LucasArts
1368;G1368;Toy Story 3: The Video Game;Wii;2010;Action;Disney Interactive Studios
1369;G1369;Fight Night Round 4;X360;2009;Fighting;Electronic Arts
1370;G1370;LEGO Star Wars: The Video Game;GC;2005;Action;Eidos Interactive
1371;G1371;Injustice: Gods Among Us;X360;2013;Fighting;Warner Bros. Interactive Entertainment
1372;G1372;Madden NFL 15;PS3;2014;Sports;Electronic Arts
1373;G1373;Disney's The Lion King;GEN;1994;Platform;Virgin Interactive
1374;G1374;Ridge Racer;PSP;2004;Racing;Sony Computer Entertainment
1375;G1375;Metroid: Other M;Wii;2010;Action;Nintendo
1376;G1376;Knockout Kings 2000;PS;1999;Fighting;Electronic Arts
1377;G1377;Gran Turismo 4 Prologue;PS2;2003;Racing;Sony Computer Entertainment
1378;G1378;Twisted Metal: Black;PS2;2001;Racing;Sony Computer Entertainment
1379;G1379;NASCAR 2005: Chase for the Cup;PS2;2004;Racing;Electronic Arts
1380;G1380;Call of Duty: Black Ops;Wii;2010;Shooter;Activision
1381;G1381;Spider-Man: The Movie;XB;2002;Action;Activision
1382;G1382;Need For Speed: Undercover;PS2;2008;Racing;Electronic Arts
1383;G1383;2Xtreme;PS;1996;Sports;Sony Computer Entertainment
1384;G1384;Far Cry 2;PS3;2008;Action;Ubisoft
1385;G1385;Sonic Advance 3;GBA;2004;Platform;THQ
1386;G1386;Final Fantasy III;NES;1990;Role-Playing;SquareSoft
1387;G1387;Battlefield 4;PC;2013;Shooter;Electronic Arts
1388;G1388;Colin McRae Rally 3;PS2;2002;Racing;Codemasters
1389;G1389;Madden NFL 2002;PS;2001;Sports;Electronic Arts
1390;G1390;Doom (2016);PS4;2016;Shooter;Bethesda Softworks
1391;G1391;Final Fantasy XII: Revenant Wings;DS;2007;Role-Playing;Square Enix
1392;G1392;Bakugan: Battle Brawlers;DS;2009;Action;Activision
1393;G1393;Deus Ex: Human Revolution;PS3;2011;Shooter;Square Enix
1394;G1394;NBA Jam;SNES;1994;Sports;Acclaim Entertainment
1395;G1395;Teenage Mutant Ninja Turtles III: The Manhattan Project;NES;1991;Action;Konami Digital Entertainment
1396;G1396;Dynasty Warriors 5;PS2;2005;Action;Tecmo Koei
1397;G1397;Hannah Montana: Spotlight World Tour;Wii;2007;Action;Disney Interactive Studios
1398;G1398;WWE '13;PS3;2012;Action;THQ
1399;G1399;Deus Ex: Human Revolution;X360;2011;Shooter;Square Enix
1400;G1400;True Crime: Streets of LA;XB;2003;Action;Activision
1401;G1401;The Sims 2;PSP;2005;Simulation;Electronic Arts
1402;G1402;Paper Mario;N64;2000;Role-Playing;Nintendo
1403;G1403;Bravely Default: Flying Fairy;3DS;2012;Role-Playing;Nintendo
1404;G1404;Titanfall;X360;2014;Shooter;Electronic Arts
1405;G1405;Duke Nukem: Time to Kill;PS;1998;Shooter;Take-Two Interactive
1406;G1406;Persona 4: Golden;PSV;2012;Role-Playing;Atlus
1407;G1407;Dead Rising 2;PS3;2010;Action;Capcom
1408;G1408;Hasbro Family Game Night 2;Wii;2009;Misc;Electronic Arts
1409;G1409;Disney Princess: Enchanted Journey;Wii;2007;Adventure;Disney Interactive Studios
1410;G1410;Gardening Mama;DS;2009;Puzzle;505 Games
1411;G1411;Dave Mirra Freestyle BMX 2;PS2;2001;Sports;Acclaim Entertainment
1412;G1412;Need for Speed: The Run;X360;2011;Action;Electronic Arts
1413;G1413;LEGO Indiana Jones: The Original Adventures;PS2;2008;Action;LucasArts
1414;G1414;Assassin's Creed: Rogue;PS3;2014;Action;Ubisoft
1415;G1415;Ridge Racer 7;PS3;2006;Racing;Namco Bandai Games
1416;G1416;A Collection of Activision Classic Games for the Atari 2600;PS;1998;Misc;Activision
1417;G1417;Forza Horizon 2;XOne;2014;Racing;Microsoft Game Studios
1418;G1418;MotorStorm: Pacific Rift;PS3;2008;Racing;Sony Computer Entertainment
1419;G1419;Sonic Colors;DS;2010;Platform;Sega
1420;G1420;Star Wars Knights of the Old Republic II: The Sith Lords;XB;2004;Role-Playing;Activision
1421;G1421;LEGO Harry Potter: Years 1-4;PS3;2010;Action;Warner Bros. Interactive Entertainment
1422;G1422;Pocket Monsters Stadium;N64;1998;Strategy;Nintendo
1423;G1423;NBA 2K15;PS3;2014;Sports;Take-Two Interactive
1424;G1424;Tom Clancy's Ghost Recon 2;XB;2004;Shooter;Ubisoft
1425;G1425;Crash Bandicoot 2: N-Tranced;GBA;2003;Platform;Vivendi Games
1426;G1426;Burnout Paradise;X360;2008;Racing;Electronic Arts
1427;G1427;SingStar Abba;PS2;2008;Misc;Sony Computer Entertainment
1428;G1428;Gradius;NES;1986;Shooter;Konami Digital Entertainment
1429;G1429;Dragon Quest III: Soshite Densetsu e...;SNES;1996;Role-Playing;Enix Corporation
1430;G1430;Centipede;2600;1981;Shooter;Atari
1431;G1431;Yoshi's New Island;3DS;2014;Platform;Nintendo
1432;G1432;Ryse: Son of Rome;XOne;2013;Action;Microsoft Game Studios
1433;G1433;Dead to Rights;PS2;2002;Shooter;Electronic Arts
1434;G1434;LEGO Harry Potter: Years 5-7;Wii;N/A;Action;Warner Bros. Interactive Entertainment
1435;G1435;Marvel vs. Capcom 3: Fate of Two Worlds;PS3;2011;Fighting;Capcom
1436;G1436;Dance Dance Revolution (Japan);PS;1999;Simulation;Konami Digital Entertainment
1437;G1437;F1 2010;PS3;2010;Racing;Codemasters
1438;G1438;Madden NFL 98;PS;1997;Sports;Electronic Arts
1439;G1439;FIFA Soccer 09;PSP;2008;Sports;Electronic Arts
1440;G1440;Namco Museum DS;DS;2007;Misc;Atari
1441;G1441;FIFA Soccer 08;PSP;2007;Sports;Electronic Arts
1442;G1442;Grand Theft Auto: Chinatown Wars;DS;2009;Action;Take-Two Interactive
1443;G1443;Alan Wake;X360;2010;Action;Microsoft Game Studios
1444;G1444;Battlefield: Bad Company;PS3;2008;Shooter;Electronic Arts
1445;G1445;Mortal Kombat X;XOne;2015;Fighting;Warner Bros. Interactive Entertainment
1446;G1446;Samurai Warriors;PS2;2004;Action;Electronic Arts
1447;G1447;The Simpsons: Hit & Run;XB;2003;Racing;Vivendi Games
1448;G1448;Devil May Cry 4;X360;2008;Action;Capcom
1449;G1449;Tom Clancy's Rainbow Six: Vegas 2;PS3;2008;Shooter;Ubisoft
1450;G1450;Monster Hunter Freedom;PSP;2005;Role-Playing;Capcom
1451;G1451;Crysis 2;X360;2011;Action;Electronic Arts
1452;G1452;SaGa Frontier;PS;1997;Role-Playing;SquareSoft
1453;G1453;SingStar Party;PS2;2004;Misc;Sony Computer Entertainment
1454;G1454;FIFA Soccer 08;X360;2007;Sports;Electronic Arts
1455;G1455;The ICO & Shadow of the Colossus Collection;PS3;2011;Adventure;Sony Computer Entertainment
1456;G1456;Test Drive;PS2;2002;Racing;Atari
1457;G1457;Mario & Luigi: Partners in Time;DS;2005;Role-Playing;Nintendo
1458;G1458;Lost Planet: Extreme Condition;X360;2006;Shooter;Capcom
1459;G1459;Mortal Kombat 3;GEN;1994;Fighting;Acclaim Entertainment
1460;G1460;Doom 3;XB;2005;Shooter;Activision
1461;G1461;Donkey Kong Jungle Beat;GC;2004;Platform;Nintendo
1462;G1462;Need for Speed Carbon;PS2;2006;Racing;Electronic Arts
1463;G1463;Max Payne 2: The Fall of Max Payne;PS2;2003;Shooter;Take-Two Interactive
1464;G1464;Command & Conquer: Red Alert 2;PC;2000;Strategy;Electronic Arts
1465;G1465;MVP Baseball 2004;PS2;2004;Sports;Electronic Arts
1466;G1466;WWE SmackDown vs Raw 2008;PS3;2007;Fighting;THQ
1467;G1467;Ratchet & Clank: Up Your Arsenal (Weekly american sales);PS2;2004;Platform;Sony Computer Entertainment
1468;G1468;Your Shape: Fitness Evolved;X360;2010;Sports;Ubisoft
1469;G1469;Rage;PS3;2011;Shooter;Bethesda Softworks
1470;G1470;Skylanders SWAP Force;X360;2013;Platform;Activision
1471;G1471;NBA 2K14;PS4;2013;Sports;Take-Two Interactive
1472;G1472;Spider-Man: The Movie;GBA;2002;Action;Activision
1473;G1473;WWF War Zone;N64;1998;Fighting;Acclaim Entertainment
1474;G1474;Tony Hawk's Pro Skater;GB;2000;Sports;Activision
1475;G1475;The Sims: Bustin' Out;GBA;2003;Simulation;Electronic Arts
1476;G1476;Triple Play 2001;PS;2000;Sports;Electronic Arts
1477;G1477;Metroid Prime 2: Echoes;GC;2004;Shooter;Nintendo
1478;G1478;UFC Undisputed 2010;X360;2010;Fighting;THQ
1479;G1479;Final Fantasy X / X-2 HD Remaster;PS3;2013;Role-Playing;Square Enix
1480;G1480;Corvette;PS2;2004;Racing;TDK Mediactive
1481;G1481;Petz Wild Animals: Dolphinz;DS;2007;Simulation;Ubisoft
1482;G1482;Pokemon Ranger: Guardian Signs;DS;2010;Role-Playing;Nintendo
1483;G1483;Middle-Earth: Shadow of Mordor;XOne;2014;Action;Warner Bros. Interactive Entertainment
1484;G1484;Need for Speed Underground Rivals;PSP;2005;Racing;Electronic Arts
1485;G1485;LEGO Batman: The Videogame;PS3;2008;Action;Warner Bros. Interactive Entertainment
1486;G1486;Dark Souls II;PS3;2014;Role-Playing;Namco Bandai Games
1487;G1487;World of Warcraft: Wrath of the Lich King;PC;2008;Role-Playing;Activision
1488;G1488;Kingdom Hearts II;PS3;2014;Role-Playing;Square Enix
1489;G1489;The LEGO Movie Videogame;X360;2014;Action;Warner Bros. Interactive Entertainment
1490;G1490;TOCA 2: Touring Cars;PS;1998;Racing;Codemasters
1491;G1491;Gyromite;NES;1985;Puzzle;Nintendo
1492;G1492;NFL 2K3;PS2;2002;Sports;Atari
1493;G1493;Fighting Force;PS;1997;Fighting;Eidos Interactive
1494;G1494;Mega Man Battle Network 4: Red Sun / Blue Moon;GBA;2003;Role-Playing;Capcom
1495;G1495;MAG: Massive Action Game;PS3;2010;Shooter;Sony Computer Entertainment
1496;G1496;Madden NFL 97;PS;1996;Sports;Electronic Arts
1497;G1497;Cars 2;DS;2011;Racing;Disney Interactive Studios
1498;G1498;Skylanders Giants;X360;2012;Action;Activision
1499;G1499;LEGO Batman: The Videogame;PSP;N/A;Action;Warner Bros. Interactive Entertainment
1500;G1500;TNN Motor Sports Hardcore 4x4;PS;1996;Racing;ASC Games
1501;G1501;IHRA Drag Racing 2;PS2;2002;Racing;Bethesda Softworks
1502;G1502;The Beatles: Rock Band;X360;2009;Misc;MTV Games
1503;G1503;Tekken 6;X360;2009;Fighting;Namco Bandai Games
1504;G1504;[Prototype];X360;2009;Action;Activision
1505;G1505;Deal or No Deal;Wii;2009;Misc;Zoo Games
